"来源层","查询ID","类别","requestId","关联状态","复核层级","复核结论","匹配实体","匹配类型","复核原因","发布日期","原始标题","URL"
"official/social pass","ai_companion_social_profiles","official/social profile","99811b7cb6d0ceb3591908ec63fbf518","linked","linked","已关联","Character.AI / Replika / Chai | Talkie / MiniMax","official/social evidence","已关联到主表、时间线或官方/社媒证据。","","Talkie: Creative AI Community - Apps on Google Play","https://play.google.com/store/apps/details?id=com.weaver.app.prod&hl=en"
"official/social pass","ai_companion_social_profiles","official/social profile","99811b7cb6d0ceb3591908ec63fbf518","linked","linked","已关联","Talkie / MiniMax | PolyBuzz / HiWaifu / Linky | PolyBuzz | Friend","official/social evidence | funding timeline | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","PolyBuzz: Chat with AI Friends - Apps on Google Play","https://play.google.com/store/apps/details?hl=en_US&id=ai.socialapps.speakmaster"
"official/social pass","ai_companion_social_profiles","official/social profile","99811b7cb6d0ceb3591908ec63fbf518","linked","linked","已关联","Character.AI / Replika / Chai | Limitless | Bee / Limitless","official/social evidence | funding candidate review | discovery review","已关联到主表、时间线或官方/社媒证据。","","Character AI: Chat, Talk, Text – Apps on Google Play","https://play.google.com/store/apps/details?id=ai.character.app&hl=en_GB"
"official/social pass","ai_companion_social_profiles","official/social profile","99811b7cb6d0ceb3591908ec63fbf518","linked","linked","已关联","PolyBuzz / HiWaifu / Linky | HiWaifu | Friend","official/social evidence | funding timeline | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-08-16T07:57:54.000Z","HiWaifu: Character AI - App Store - Apple","https://apps.apple.com/us/app/hiwaifu-character-ai/id6447806780"
"official/social pass","ai_companion_social_profiles","official/social profile","99811b7cb6d0ceb3591908ec63fbf518","linked","linked","已关联","PolyBuzz / HiWaifu / Linky | PolyBuzz","official/social evidence | funding timeline","已关联到主表、时间线或官方/社媒证据。","2025-12-24T05:46:37.000Z","PolyBuzz: Chat with Characters - App Store - Apple","https://apps.apple.com/us/app/polybuzz-chat-with-characters/id6449190344"
"official/social pass","ai_companion_social_profiles","official/social profile","99811b7cb6d0ceb3591908ec63fbf518","linked","linked","已关联","PolyBuzz / HiWaifu / Linky | HiWaifu | PolyBuzz | Friend","official/social evidence | funding timeline | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Dippy - AI character Chat","https://play.google.com/store/apps/details?id=com.tryimpel.dippy&hl=en"
"official/social pass","ai_companion_social_profiles","official/social profile","99811b7cb6d0ceb3591908ec63fbf518","linked","linked","已关联","Character.AI / Replika / Chai | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Replika: My AI Friend - Apps on Google Play","https://play.google.com/store/apps/details?id=ai.replika.app&hl=en_US"
"official/social pass","ai_companion_social_profiles","official/social profile","99811b7cb6d0ceb3591908ec63fbf518","linked","linked","已关联","Character.AI / Replika / Chai | PolyBuzz / HiWaifu / Linky | HiWaifu | Friend","official/social evidence | funding timeline | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Chai: Chat AI Platform – Apps on Google Play","https://play.google.com/store/apps/details?id=com.Beauchamp.Messenger.external&hl=en_GB"
"official/social pass","ai_companion_social_profiles","official/social profile","99811b7cb6d0ceb3591908ec63fbf518","linked","linked","已关联","Character.AI / Replika / Chai | Limitless | Bee / Limitless","official/social evidence | funding candidate review | discovery review","已关联到主表、时间线或官方/社媒证据。","","Character AI: Chat, Talk, Text – Apps on Google Play","https://play.google.com/store/apps/details?hl=en_IE&id=ai.character.app"
"official/social pass","ai_companion_social_profiles","official/social profile","99811b7cb6d0ceb3591908ec63fbf518","linked","linked","已关联","Friend | Limitless | Bee / Limitless","funding candidate review | discovery review","已关联到主表、时间线或官方/社媒证据。","2026-02-08T06:42:13.000Z","‎Dippy-AI Characters & Roleplay App - App Store","https://apps.apple.com/us/app/dippy-ai-characters-roleplay/id6471991500"
"official/social pass","ai_companion_social_profiles","official/social profile","99811b7cb6d0ceb3591908ec63fbf518","linked","linked","已关联","Character.AI / Replika / Chai | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Replika: My AI Friend - Apps on Google Play","https://play.google.com/store/apps/details?id=ai.replika.app&hl=en_CA"
"official/social pass","irl_social_profiles","official/social profile","73cc10dbabde458bd4eec419d83b094e","linked","linked","已关联","Timeleft | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Timeleft - Turn Strangers into Friends","https://timeleft.com/"
"official/social pass","irl_social_profiles","official/social profile","73cc10dbabde458bd4eec419d83b094e","linked","linked","已关联","Timeleft | Plots / Saturday / Posh | Friend","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-04-02T01:10:39.000Z","‎Timeleft: Make New Friends IRL App - App Store","https://apps.apple.com/us/app/timeleft-make-new-friends-irl/id6466442949"
"official/social pass","irl_social_profiles","official/social profile","73cc10dbabde458bd4eec419d83b094e","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-12-21T13:59:44.000Z","‎Pie: Free Events, Cool People App - App Store","https://apps.apple.com/us/app/pie-free-events-cool-people/id1509667820"
"official/social pass","irl_social_profiles","official/social profile","73cc10dbabde458bd4eec419d83b094e","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-09-26T00:00:00.000Z","Pie","https://linkedin.com/company/piesocial"
"official/social pass","irl_social_profiles","official/social profile","73cc10dbabde458bd4eec419d83b094e","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-12-21T13:59:44.000Z","‎Pie: Free Events, Cool People App - App Store","https://apps.apple.com/us/app/pie-make-plans-like-magic/id1509667820"
"official/social pass","irl_social_profiles","official/social profile","73cc10dbabde458bd4eec419d83b094e","linked","linked","已关联","Timeleft | Plots / Saturday / Posh | Friend","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-28T02:16:53.000Z","‎Timeleft: Make New Friends IRL App - App Store","https://apps.apple.com/ca/app/timeleft-make-new-friends-irl/id6466442949"
"official/social pass","irl_social_profiles","official/social profile","73cc10dbabde458bd4eec419d83b094e","linked","linked","已关联","Timeleft | Plots / Saturday / Posh | Meet5 | Friend","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Timeleft: Make New Friends IRL - Apps on Google Play","https://play.google.com/store/apps/details?hl=en_US&id=com.timeleft.app"
"official/social pass","irl_social_profiles","official/social profile","73cc10dbabde458bd4eec419d83b094e","linked","linked","已关联","Timeleft | Plots / Saturday / Posh | Friend","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-11-17T05:47:16.000Z","‎Timeleft: Make New Friends IRL App - App Store","https://apps.apple.com/ae/app/timeleft-make-new-friends-irl/id6466442949"
"official/social pass","irl_social_profiles","official/social profile","73cc10dbabde458bd4eec419d83b094e","linked","linked","已关联","Timeleft | Plots / Saturday / Posh | Friend","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-10-02T14:39:21.000Z","‎Timeleft: Make New Friends IRL App - App Store","https://apps.apple.com/au/app/timeleft-make-new-friends-irl/id6466442949"
"official/social pass","irl_social_profiles","official/social profile","73cc10dbabde458bd4eec419d83b094e","unlinked-review","signal-candidate","信号复核","","","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","2026-04-30T01:23:07.000Z","‎Pax Meet App - App Store","https://apps.apple.com/us/app/pax-meet/id6759842965"
"official/social pass","irl_social_profiles","official/social profile","73cc10dbabde458bd4eec419d83b094e","linked","linked","已关联","Timeleft | Plots / Saturday / Posh | Friend","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-01-08T08:34:44.000Z","‎Timeleft: Make New Friends IRL App - App Store","https://apps.apple.com/pl/app/timeleft-make-new-friends-irl/id6466442949"
"official/social pass","irl_social_profiles","official/social profile","73cc10dbabde458bd4eec419d83b094e","linked","linked","已关联","Timeleft | Plots / Saturday / Posh | Meet5 | Friend","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Timeleft: Make New Friends IRL - Apps on Google Play","https://play.google.com/store/apps/details?hl=en&id=com.timeleft.app"
"official/social pass","irl_social_profiles","official/social profile","73cc10dbabde458bd4eec419d83b094e","linked","linked","已关联","Timeleft | Plots / Saturday / Posh | WeRoad | WeMeet by WeRoad | Friend","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2023-12-05T05:46:55.000Z","Timeleft: Make New Friends IRL - Social Networking App | MWM","https://mwm.ai/apps/timeleft-make-new-friends-irl/6466442949"
"official/social pass","irl_social_profiles","official/social profile","73cc10dbabde458bd4eec419d83b094e","linked","linked","已关联","Timeleft | Plots / Saturday / Posh | Friend","official/social evidence | product matrix | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","‎Timeleft: Make New Friends IRL App - App Store","https://apps.apple.com/ag/app/timeleft-make-new-friends-irl/id6466442949"
"official/social pass","irl_social_profiles","official/social profile","73cc10dbabde458bd4eec419d83b094e","unlinked-review","signal-candidate","信号复核","","","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","","Reelink — Turn Reels into Real Connections","https://www.reelink.app/"
"official/social pass","ai_social_official_gap_profiles","official/social profile","b7a622d15ec62a4d6c57730a5e84bad8","linked","linked","已关联","SocialAI / Oasiz","discovery review","已关联到主表、时间线或官方/社媒证据。","","status - sims but social media - Apps on Google Play","https://play.google.com/store/apps/details?id=link.socialai.app&hl=en_US"
"official/social pass","ai_social_official_gap_profiles","official/social profile","b7a622d15ec62a4d6c57730a5e84bad8","linked","linked","已关联","Butterflies AI | Butterflies","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Butterflies - Talk to Real AIs","https://play.google.com/store/apps/details?id=ai.butterflies.ios&hl=en_US"
"official/social pass","ai_social_official_gap_profiles","official/social profile","b7a622d15ec62a4d6c57730a5e84bad8","unlinked-review","signal-candidate","信号复核","","","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","2026-02-01T18:12:10.000Z","‎status - sims but social media App - App Store","https://apps.apple.com/us/app/status-sim-but-social-media/id6596771144"
"official/social pass","ai_social_official_gap_profiles","official/social profile","b7a622d15ec62a4d6c57730a5e84bad8","linked","linked","已关联","Born / Pengu | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-01-13T00:00:00.000Z","Born evolves Pengu into Friends and previews Life…","https://www.born.com/press"
"official/social pass","ai_social_official_gap_profiles","official/social profile","b7a622d15ec62a4d6c57730a5e84bad8","linked","linked","已关联","Butterflies AI | Butterflies","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-11-21T05:29:58.000Z","Butterflies - Talk to Real AIs - App Store","https://apps.apple.com/us/app/butterflies-talk-to-real-ais/id6471347348"
"official/social pass","ai_social_official_gap_profiles","official/social profile","b7a622d15ec62a4d6c57730a5e84bad8","linked","linked","已关联","Butterflies AI | Butterflies","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-11-21T05:29:58.000Z","‎Butterflies - Talk to Real AIs App - App Store","https://apps.apple.com/us/app/butterflies-escape-reality/id6471347348"
"official/social pass","ai_social_official_gap_profiles","official/social profile","b7a622d15ec62a4d6c57730a5e84bad8","linked","linked","已关联","Shapes | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-05T17:14:38.000Z","‎shapes.inc - AI with friends App - App Store","https://apps.apple.com/us/app/shapes-inc-ai-with-friends/id6747601762"
"official/social pass","ai_social_official_gap_profiles","official/social profile","b7a622d15ec62a4d6c57730a5e84bad8","linked","linked","已关联","Shapes | Born / Pengu | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Friends – Raise AI Companions - Apps on Google Play","https://play.google.com/store/apps/details?hl=en_US&id=com.slay.pengu"
"official/social pass","ai_social_official_gap_profiles","official/social profile","b7a622d15ec62a4d6c57730a5e84bad8","linked","linked","已关联","Shapes | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-09-28T19:25:49.000Z","‎shapes.inc - AI with friends App - App Store","https://apps.apple.com/gb/app/shapes-inc-ai-with-friends/id6747601762"
"official/social pass","ai_social_official_gap_profiles","official/social profile","b7a622d15ec62a4d6c57730a5e84bad8","linked","linked","已关联","Daze | Born / Pengu | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Daze - Freeform Chat App (iOS/Android)","https://www.app-download.com/a/daze-freeform-chat"
"official/social pass","ai_social_official_gap_profiles","official/social profile","b7a622d15ec62a4d6c57730a5e84bad8","linked","linked","已关联","Shapes | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-09-12T09:57:05.000Z","‎shapes.inc - AI with friends App - App Store","https://apps.apple.com/in/app/shapes-inc-ai-with-friends/id6747601762"
"official/social pass","ai_social_official_gap_profiles","official/social profile","b7a622d15ec62a4d6c57730a5e84bad8","linked","linked","已关联","Shapes | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-08-12T04:39:38.000Z","‎shapes.inc - AI with Friends App - App Store","https://apps.apple.com/ca/app/shapes-inc-ai-with-friends/id6747601762"
"official/social pass","ai_social_official_gap_profiles","official/social profile","b7a622d15ec62a4d6c57730a5e84bad8","linked","linked","已关联","Shapes | Born / Pengu | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2024-07-05T17:47:56.000Z","‎Friends – Pengu, Bao & Mellow App - App Store","https://apps.apple.com/us/app/friends-pengu-bao-mellow/id6462927800"
"official/social pass","ai_social_official_gap_profiles","official/social profile","b7a622d15ec62a4d6c57730a5e84bad8","linked","linked","已关联","Shapes | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","‎shapes.inc - AI with friends App - App Store","https://apps.apple.com/gy/app/shapes-inc-ai-with-friends/id6747601762?platform=ipad"
"official/social pass","ai_social_official_gap_profiles","official/social profile","b7a622d15ec62a4d6c57730a5e84bad8","unlinked-review","signal-candidate","信号复核","","","与 AI 社交、dating、offline social 或融资新闻相关，但未稳定匹配到当前结论实体。","2026-02-01T18:12:10.000Z","status - sims but social media - App Store - Apple","https://apps.apple.com/us/app/status-sims-but-social-media/id6596771144"
"official/social pass","irl_official_gap_profiles","official/social profile","1df2cef45f30f8c3b56bf5ef6b967d03","linked","linked","已关联","Meet5 | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Meet5: Meet new people","https://www.meet5.com/"
"official/social pass","irl_official_gap_profiles","official/social profile","1df2cef45f30f8c3b56bf5ef6b967d03","linked","linked","已关联","222 | Meet5 | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-09-16T01:40:28.000Z","Meet5: Meet new people - App Store","https://apps.apple.com/us/app/meet5-meet-new-people/id1222980795"
"official/social pass","irl_official_gap_profiles","official/social profile","1df2cef45f30f8c3b56bf5ef6b967d03","linked","linked","已关联","Meet5 | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Meet5: Meet new people","https://play.google.com/store/apps/details?id=co.gocrush&hl=en"
"official/social pass","irl_official_gap_profiles","official/social profile","1df2cef45f30f8c3b56bf5ef6b967d03","linked","linked","已关联","Meet5 | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-06-03T06:19:37.721Z","Meet5: Meet new people - Apps on Google Play","https://play.google.com/store/apps/details?hl=en_US&id=co.gocrush"
"official/social pass","irl_official_gap_profiles","official/social profile","1df2cef45f30f8c3b56bf5ef6b967d03","linked","linked","已关联","WeRoad | WeMeet by WeRoad","official/social evidence","已关联到主表、时间线或官方/社媒证据。","","WeMeet by WeRoad","https://play.google.com/store/apps/details?id=com.weroad.wemeet&hl=en_US"
"official/social pass","irl_official_gap_profiles","official/social profile","1df2cef45f30f8c3b56bf5ef6b967d03","linked","linked","已关联","222 | Meet5 | Breeze | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Meet5: Meet new people 17+","https://apps.apple.com/gb/app/meet5-meet-new-people/id1222980795"
"official/social pass","irl_official_gap_profiles","official/social profile","1df2cef45f30f8c3b56bf5ef6b967d03","linked","linked","已关联","Breeze","official/social evidence","已关联到主表、时间线或官方/社媒证据。","","Breeze - No Chat, Just Dates - Apps on Google Play","https://play.google.com/store/apps/details?id=social.breeze.breeze_app&hl=en"
"official/social pass","irl_official_gap_profiles","official/social profile","1df2cef45f30f8c3b56bf5ef6b967d03","linked","linked","已关联","Meet5 | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Meet5: Meet new people – Apps on Google Play","https://play.google.com/store/apps/details?id=co.gocrush&hl=en_IN"
"official/social pass","irl_official_gap_profiles","official/social profile","1df2cef45f30f8c3b56bf5ef6b967d03","linked","linked","已关联","Partiful | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Partiful: Fun Party Invites - Apps on Google Play","https://play.google.com/store/apps/details?id=com.partiful.partiful&hl=en_US"
"official/social pass","irl_official_gap_profiles","official/social profile","1df2cef45f30f8c3b56bf5ef6b967d03","linked","linked","已关联","Breeze","official/social evidence","已关联到主表、时间线或官方/社媒证据。","","Breeze - No Chat, Just Dates – Apps on Google Play","https://play.google.com/store/apps/details?id=social.breeze.breeze_app&hl=en_GB"
"official/social pass","irl_official_gap_profiles","official/social profile","1df2cef45f30f8c3b56bf5ef6b967d03","linked","linked","已关联","222 | Meet5 | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","‎Meet5: Meet new people App - App Store","https://apps.apple.com/is/app/meet5-meet-new-people/id1222980795"
"official/social pass","irl_official_gap_profiles","official/social profile","1df2cef45f30f8c3b56bf5ef6b967d03","linked","linked","已关联","Meet5 | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Android Apps by Meet5 GmbH on Google Play","https://play.google.com/store/apps/dev?hl=en_SG&id=5711349513979544584"
"official/social pass","irl_official_gap_profiles","official/social profile","1df2cef45f30f8c3b56bf5ef6b967d03","linked","linked","已关联","222 | Meet5 | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","‎Meet5: Meet new people App - App Store","https://apps.apple.com/mt/app/meet5-meet-new-people/id1222980795"
"official/social pass","irl_official_gap_profiles","official/social profile","1df2cef45f30f8c3b56bf5ef6b967d03","linked","linked","已关联","Breeze | Tinder Live Events | Bumble Bee","official/social evidence | funding timeline","已关联到主表、时间线或官方/社媒证据。","2026-05-31T05:00:00.000Z","Breeze: Can a Dutch app save Brits from swiping past our dismal dating scene? | The Independent","https://www.independent.co.uk/life-style/breeze-dating-app-tinder-hinge-b2983703.html"
"official/social pass","irl_official_gap_profiles","official/social profile","1df2cef45f30f8c3b56bf5ef6b967d03","linked","linked","已关联","222 | Meet5 | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2025-09-16T01:40:28.000Z","‎《Meet5: Meet new people》App - App Store","https://apps.apple.com/us/app/meet5-meet-new-people/id1222980795?l=zh-Hant-TW"
"official/social pass","language_long_tail_official_gap_profiles","official/social profile","12a80fd74aff3c63dd46750abf7e2e51","linked","linked","已关联","Conversation Exchange","official/social evidence","已关联到主表、时间线或官方/社媒证据。","","Conversation Exchange - Language learning with native speakers","https://www.conversationexchange.com/"
"official/social pass","language_long_tail_official_gap_profiles","official/social profile","12a80fd74aff3c63dd46750abf7e2e51","linked","linked","已关联","Lingbe | Friend | Lingbe / SpeakyParrot / Fluently","official/social evidence | funding candidate review | discovery review","已关联到主表、时间线或官方/社媒证据。","2021-02-20T02:40:42.000Z","‎Lingbe App - App Store","https://apps.apple.com/us/app/lingbe/id1061633775"
"official/social pass","language_long_tail_official_gap_profiles","official/social profile","12a80fd74aff3c63dd46750abf7e2e51","linked","linked","已关联","meeTalk | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","meeTalk: Global Chat – Apps on Google Play","https://play.google.com/store/apps/details?hl=en_IN&id=com.defenzy.meetalk"
"official/social pass","language_long_tail_official_gap_profiles","official/social profile","12a80fd74aff3c63dd46750abf7e2e51","linked","linked","已关联","HelloTalk | Lingbe | Friend | Lingbe / SpeakyParrot / Fluently","official/social evidence | funding candidate review | discovery review","已关联到主表、时间线或官方/社媒证据。","","Lingbe: Practice languages - Apps on Google Play","https://play.google.com/store/apps/details?hl=en_US&id=com.lingbe.app"
"official/social pass","language_long_tail_official_gap_profiles","official/social profile","12a80fd74aff3c63dd46750abf7e2e51","linked","linked","已关联","FluentPal","official/social evidence","已关联到主表、时间线或官方/社媒证据。","","FluentPal: Get fluent faster - Apps on Google Play","https://play.google.com/store/apps/details?id=com.fluentai&hl=en_US"
"official/social pass","language_long_tail_official_gap_profiles","official/social profile","12a80fd74aff3c63dd46750abf7e2e51","linked","linked","已关联","Tandem | Hilokal | Lingbe | Friend | Lingbe / SpeakyParrot / Fluently","official/social evidence | funding candidate review | discovery review","已关联到主表、时间线或官方/社媒证据。","","Speaky - Language Exchange - Apps on Google Play","https://play.google.com/store/apps/details?id=appli.speaky.com&hl=en_US"
"official/social pass","language_long_tail_official_gap_profiles","official/social profile","12a80fd74aff3c63dd46750abf7e2e51","linked","linked","已关联","FluentPal | Fluently | Lingbe / SpeakyParrot / Fluently","official/social evidence | discovery review","已关联到主表、时间线或官方/社媒证据。","","Fluently : AI Language Tutor","https://play.google.com/store/apps/details?id=com.star.fluentaitutor&hl=en_GB"
"official/social pass","language_long_tail_official_gap_profiles","official/social profile","12a80fd74aff3c63dd46750abf7e2e51","linked","linked","已关联","HelloTalk | Tandem | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Tandem: Language exchange - Apps on Google Play","https://play.google.com/store/apps/details?id=net.tandem&hl=en_US"
"official/social pass","language_long_tail_official_gap_profiles","official/social profile","12a80fd74aff3c63dd46750abf7e2e51","linked","linked","已关联","HelloTalk | Tandem | Lingbe | Friend | Lingbe / SpeakyParrot / Fluently","official/social evidence | funding candidate review | discovery review","已关联到主表、时间线或官方/社媒证据。","","Tandem: Language exchange – Apps on Google Play","https://play.google.com/store/apps/details?id=net.tandem&hl=en_IN"
"official/social pass","language_long_tail_official_gap_profiles","official/social profile","12a80fd74aff3c63dd46750abf7e2e51","linked","linked","已关联","HelloTalk | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","HelloTalk - Learn Languages - Apps on Google Play","https://play.google.com/store/apps/details?hl=en&id=com.hellotalk"
"official/social pass","language_long_tail_official_gap_profiles","official/social profile","12a80fd74aff3c63dd46750abf7e2e51","linked","linked","已关联","HelloTalk | Tandem | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Talkin: Global Friends & Chat","https://play.google.com/store/apps/details?id=com.talkin.learn&hl=en"
"official/social pass","language_long_tail_official_gap_profiles","official/social profile","12a80fd74aff3c63dd46750abf7e2e51","linked","linked","已关联","Tandem | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","TalkClub: Language Tandem - Apps on Google Play","https://play.google.com/store/apps/details?hl=en_US&id=www.talkclub.io"
"official/social pass","language_long_tail_official_gap_profiles","official/social profile","12a80fd74aff3c63dd46750abf7e2e51","linked","linked","已关联","HelloTalk | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","TalkLingo-Your LanguagePartner","https://play.google.com/store/apps/details?id=com.starlight.wotalk&hl=en_US"
"official/social pass","language_long_tail_official_gap_profiles","official/social profile","12a80fd74aff3c63dd46750abf7e2e51","linked","linked","已关联","Friend","funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Language Exchange App - Practice and Learn Foreign Languages!","https://www.mylanguageexchange.com/"
"official/social pass","language_long_tail_official_gap_profiles","official/social profile","12a80fd74aff3c63dd46750abf7e2e51","linked","linked","已关联","Tandem | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","BananaTalk - Language Exchange - Apps on Google Play","https://play.google.com/store/apps/details?hl=en_US&id=com.bananatalk.app"
"official/social pass","language_social_handles","official/social profile","0f69d21093adfa3acd1154a39b64978b","linked","linked","已关联","HelloTalk","official/social evidence","已关联到主表、时间线或官方/社媒证据。","","HelloTalk - EN","https://www.hellotalk.com/en"
"official/social pass","language_social_handles","official/social profile","0f69d21093adfa3acd1154a39b64978b","linked","linked","已关联","SewaYou | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-05-02T00:00:00.000Z","SewaYou | Meet New Friends in Person","sewayou.com/"
"official/social pass","language_social_handles","official/social profile","0f69d21093adfa3acd1154a39b64978b","linked","linked","已关联","Linguado","official/social evidence","已关联到主表、时间线或官方/社媒证据。","2026-04-30T00:00:00.000Z","Linguado: Practice any language for free","linguado.com/"
"official/social pass","language_social_handles","official/social profile","0f69d21093adfa3acd1154a39b64978b","linked","linked","已关联","HelloTalk | Tandem","official/social evidence","已关联到主表、时间线或官方/社媒证据。","","Tandem: Language exchange","https://play.google.com/store/apps/details?id=net.tandem&hl=id"
"official/social pass","language_social_handles","official/social profile","0f69d21093adfa3acd1154a39b64978b","linked","linked","已关联","HelloTalk | Hilokal | SewaYou | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","SewaYou: Japanese Friends Chat","https://play.google.com/store/apps/details?id=com.sewayou&hl=en_US"
"official/social pass","language_social_handles","official/social profile","0f69d21093adfa3acd1154a39b64978b","linked","linked","已关联","Hilokal | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Hilokal - Language exchange for free speaking practice","https://www.hilokal.com/en"
"official/social pass","language_social_handles","official/social profile","0f69d21093adfa3acd1154a39b64978b","linked","linked","已关联","Tandem | Hilokal | Linguado | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","Linguado - Language Community","https://play.google.com/store/apps/details?id=linguado.com.linguado&hl=en_GB"
"official/social pass","language_social_handles","official/social profile","0f69d21093adfa3acd1154a39b64978b","linked","linked","已关联","HelloTalk | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2026-04-30T00:00:00.000Z","HelloTalk - Learn Languages with Native Speakers | HelloTalk","hellotalk.com/"
"official/social pass","language_social_handles","official/social profile","0f69d21093adfa3acd1154a39b64978b","linked","linked","已关联","HelloTalk","official/social evidence","已关联到主表、时间线或官方/社媒证据。","","hellotalk_english","https://www.tiktok.com/@hellotalk_english?_t=8ei6lJjiQuz&_r=1"
"official/social pass","language_social_handles","official/social profile","0f69d21093adfa3acd1154a39b64978b","linked","linked","已关联","SewaYou | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","2019-03-09T00:00:00.000Z","SewaYou - Language Exchange 17+","https://apps.apple.com/us/app/sewayou-language-exchange/id1455473510"
"official/social pass","language_social_handles","official/social profile","0f69d21093adfa3acd1154a39b64978b","linked","linked","已关联","HelloTalk | Tandem | Hilokal | Friend","official/social evidence | funding candidate review","已关联到主表、时间线或官方/社媒证据。","","HelloTalk - Learn Languages - Apps on Google Play","https://play.google.com/store/apps/details?hl=en_US&id=com.hellotalk"
"official/social pass","language_social_handles","official/social profile","0f69d21093adfa3acd1154a39b64978b","linked","linked","已关联","HelloTalk | Hilokal","official/social evidence","已关联到主表、时间线或官方/社媒证据。","","Hilokal - AI Language Learning - Apps on Google Play","https://play.google.com/store/apps/details?id=com.hilokal&hl=en_US"
